Title,Description,Date Created,Genre,Precise Origin,Origin,Precise Destination,Destination,Geographic Subject,Author,Recipient,PID,Subjects (Name),Subjects (Topic),Shelf Locator,Local Identifier,Note,Item URL
"Envelope of letter for Susan L. Cope from her brother, 1850 November",,1850-11-01,letters (correspondence),,,,,,,"Addressee (rcp): Cope, Susan L. Newbold, 1805-1872",hc:131334,,,"HC.MC-1242, Box 7, Folder 7",mc1242_07_07_04_001,,/object/hc131334
"1850 December 10, Bristol, to my dear Friend, Philadelphia","Addressed to Walnut Street, Philadelphia (Pa.)",1850-12-10,letters (correspondence),,Bristol (Pa.),Walnut St. Wharf,Philadelphia (Pa.),Haverford (Pa. : Township)|England|Bristol (Pa.)|Philadelphia (Pa.),"Author (aut): Vanuxem, Mary Ann Newbold Jenks, 1801-1871","Addressee (rcp): Cope, Alfred, 1806-1875",hc:97102,"person:Brown, Peter|person:Lyell, Charles, Sir, 1797-1875",Geology,"HC.MC-1170, Box 2",hsc0701,,/object/hc97102
"Letter from Caroline Yarnall to Francis R. Cope and Thomas P. Cope, 1850 December 17",,1850-12-27,letters (correspondence),,Philadelphia (Pa.),,,,"Author (aut): Yarnall, Caroline C.","Addressee (rcp): Cope, Francis Reeve, 1821-1909|Addressee (rcp): Cope, Thomas P. (Thomas Pim), 1768-1854",hc:128498,,,"HC.MC-1242, Box 5, Folder 1",mc1242_05_01_17_001,,/object/hc128498
"1851 January 21, Woodbourne, to Dear Brother, Philadelphia",,1851-01-21,letters (correspondence),,"Woodbourne (Susquehanna County, Pa.)",1 Walnut St,Philadelphia (Pa.),"Ireland|Montrose (Susquehanna County, Pa.)|Woodbourne (Susquehanna County, Pa.)|Philadelphia (Pa.)|Great Bend (Pa.)","Author (aut): Cope, William D. (William Drinker), 1798-1873","Addressee (rcp): Cope, Alfred, 1806-1875",hc:116047,"person:Cope, Susan L. Newbold, 1805-1872|person:Cope, Clementine, 1835-1903|person:Cope, Edgar, 1838-1895|person:Cope, Caroline E. (Caroline Elizabeth), 1840-1944|person:Cope, Annette, 1843-1916|person:Cope, Francis Reeve, 1821-1909|person:Walker, Sarah Miller, 1799-1874",Gifts|Accounting|School attendance|Horticultural crops|Immigrants--United States,"HC.MC-1170, Box 6",hsc5069,,/object/hc116047
"1851 March 31, Woodbourne, to Dear Brother, Philadelphia",,1851-03-31,letters (correspondence),,"Woodbourne (Susquehanna County, Pa.)",,Philadelphia (Pa.),"Westtown (Pa.)|Woodbourne (Susquehanna County, Pa.)|Philadelphia (Pa.)","Author (aut): Cope, William D. (William Drinker), 1798-1873","Addressee (rcp): Cope, Alfred, 1806-1875",hc:116048,"person:Cope, Edgar, 1838-1895|person:Cope, E. D. (Edward Drinker), 1840-1897|person:Cope, Rebecca Biddle, 1812-1876|person:Cope, Susan L. Newbold, 1805-1872|person:Cope, Thomas P. (Thomas Pim), 1768-1854|person:Cope, Annette, 1843-1916|person:Cope, Caroline E. (Caroline Elizabeth), 1840-1944|person:Cope, Eleanor, 1847-1860",Betrothal|School attendance|Diseases|Voyages and travels,"HC.MC-1170, Box 6",hsc5070,,/object/hc116048
"1851 May 5, Philadelphia, to Dear Brother, Woodbourne",,1851-05-05,letters (correspondence),,Philadelphia (Pa.),,"Woodbourne (Susquehanna County, Pa.)","Bermuda Islands|Saint Thomas (United States Virgin Islands)|Mt. Rose (N.J.)|Woodbourne (Susquehanna County, Pa.)|Susquehanna County (Pa.)|Westtown (Pa.)|Bristol (Pa.)|Philadelphia (Pa.)","Author (aut): Cope, Alfred, 1806-1875","Addressee (rcp): Cope, William D. (William Drinker), 1798-1873",hc:104216,"person:Cope, Rebecca Biddle, 1812-1876|person:Cope, William D. (William Drinker), 1798-1873|person:Cope, Susan L. Newbold, 1805-1872|person:Cope, Edgar, 1838-1895|person:Cope, E. D. (Edward Drinker), 1840-1897",Voyages and travels--Health aspects,"HC.MC-1170, Box 2",hsc0962,,/object/hc104216
"1851 May 12, Woodbourne, [to Father]",Contains letters dated 5-12-1851 and 5-22-1851 relating to a conflict with Thomas P. Cope over money sent to Clementine Cope.,1851-05-12,letters (correspondence),,"Woodbourne (Susquehanna County, Pa.)",,,"Woodbourne (Susquehanna County, Pa.)","Author (aut): Cope, William D. (William Drinker), 1798-1873","Addressee (rcp): Cope, Thomas P. (Thomas Pim), 1768-1854",hc:116049,"person:Cope, Clementine, 1835-1903|person:Cope, Edgar, 1838-1895|person:Cope, Susan L. Newbold, 1805-1872|person:Cope, Henry, 1793-1865",Accounting|Parent and adult child|Interpersonal conflict,"HC.MC-1170, Box 6",hsc5071,,/object/hc116049
"1851 May 28, Woodbourne, [to my dear Brother]",,1851-05-28,letters (correspondence),,"Woodbourne (Susquehanna County, Pa.)",,,"Westtown (Pa.)|Woodbourne (Susquehanna County, Pa.)","Author (aut): Cope, William D. (William Drinker), 1798-1873",,hc:116051,"person:Cope, Thomas P. (Thomas Pim), 1768-1854|person:Cope, Clementine, 1835-1903|person:Cope, Edgar, 1838-1895|person:Cope, Susan L. Newbold, 1805-1872",Interpersonal conflict|Conflict management|Reconciliation|Tenant farmers|Agriculture--Economic aspects,"HC.MC-1170, Box 6",hsc5073,,/object/hc116051
"1851 July 16, Philadelphia, to Dear Frances, Cape May",,1851-07-16,letters (correspondence),,Philadelphia (Pa.),Leamings,Cape May (N.J.),"Germantown (Philadelphia, Pa.)|Chester (Pa.)|Philadelphia (Pa.)|Cape May (N.J.)","Author (aut): Cope, Henry, 1793-1865","Addressee (rcp): Cope, Francis Reeve, 1821-1909",hc:119065,"person:Cope, Thomas Pim, 1823-1900|person:Cope, Thomas P. (Thomas Pim), 1768-1854|person:Cope, Rachel Reeve, 1794-1863|person:Cope, Alfred, 1806-1875|person:Cope, Elizabeth Waln Stokes, 1823-1902|person:Stokes, Henry|person:Cope, Henry, 1850-1924|person:Cope, Anna Stewardson Brown, 1822-1916|person:Cope, Ruthanna, 1834-1879|person:Cope, Elizabeth S. (Elizabeth Stewardson), 1848-1937|person:Hartshorne, Henry, 1823-1897|person:Hartshorne, Mary Elizabeth Brown, b. 1823",Health|Sailing|Theft|Business,"HC.MC-1170, Box 4",hsc6000,,/object/hc119065
"1851 July 18, Philadelphia, to My dear daughter, Cape Island",,1851-07-18,letters (correspondence),,Philadelphia (Pa.),Cape Island (N.J.),Cape May (N.J.),Philadelphia (Pa.)|Cape May (N.J.),"Author (aut): Cope, Henry, 1793-1865|Author (aut): Cope, Thomas Pim, 1823-1900","Addressee (rcp): Cope, Ruthanna, 1834-1879|Addressee (rcp): Cope, Francis Reeve, 1821-1909",hc:119066,"person:Cope, Elizabeth S. (Elizabeth Stewardson), 1848-1937|person:Cope, Francis Reeve, 1821-1909|person:Cope, Henry, 1850-1924|person:Cope, Thomas Pim, 1823-1900|person:Cope, Rachel Reeve, 1794-1863|person:Haines, Mary D. (Mary Drinker Cope), 1819-1890|person:Haines, John Smith, 1820-1886|person:Cope, Thomas P. (Thomas Pim), 1768-1854|person:Cope, Alfred, 1806-1875",Health|Faith|Vacations|Children and the sea,"HC.MC-1170, Box 4",hsc6001,,/object/hc119066
"1851 July 26, Woodbourne, to Dear Brother, Philadelphia",,1851-07-26,letters (correspondence),,"Woodbourne (Susquehanna County, Pa.)",1 Walnut St,Philadelphia (Pa.),"Montrose (Susquehanna County, Pa.)|Fairfield (Pa.)|Woodbourne (Susquehanna County, Pa.)|Philadelphia (Pa.)","Author (aut): Cope, William D. (William Drinker), 1798-1873","Addressee (rcp): Cope, Alfred, 1806-1875",hc:116052,"person:Cope, E. D. (Edward Drinker), 1840-1897|person:Cope, Thomas P. (Thomas Pim), 1768-1854|person:Drinker, Henry W. (Henry Waln), 1787-1866|person:Brown, Eden|person:Drinker, Fanny (Frances M.), 1811?-1879|person:Biddle, Rebecca",Postal service|Hyperactive children|Older people--Diseases,"HC.MC-1170, Box 6",hsc5074,,/object/hc116052
"1851 August 21, Woodbourne, to Dear Brother, Philadelphia",,1851-08-21,letters (correspondence),,"Woodbourne (Susquehanna County, Pa.)",1 Walnut St,Philadelphia (Pa.),"Westtown (Pa.)|Woodbourne (Susquehanna County, Pa.)|Philadelphia (Pa.)","Author (aut): Cope, William D. (William Drinker), 1798-1873","Addressee (rcp): Cope, Alfred, 1806-1875",hc:116053,"person:Cope, E. D. (Edward Drinker), 1840-1897|person:Cope, Edgar, 1838-1895|person:Cope, Thomas P. (Thomas Pim), 1768-1854|person:Cope, Francis Reeve, 1821-1909|person:Cope, Henry, 1793-1865",Voyages and travels|School attendance,"HC.MC-1170, Box 6",hsc5075,,/object/hc116053
"1851 September 19, Dublin, to Thomas Pim Cope, Philadelphia","This record contains two associated letters, one enclosed within the other .

The watermark reads A Cowan & Sons, 1851, Patent.

Connaught is one of the four ancient provinces of Ireland, with Ulster, Leinster, and Munster comprising the other three. Connaught contains the present-day counties of Mayo, Sligo, Roscommon, Galway, and Leitrim. Connaught, located on the midwestern coast of the island, relied heavily on agriculture for its business, and the Famine of the mid-nineteenth century especially affected this area.

Newcastle is located in County Down, which is part of present-day Northern Ireland. Newcastle remains a seaside resort town known for its scenery. The town lies at the foot of Slieve Donard, Northern Ireland's highest point, and its beaches and golf courses attract thousands of summer vistors.

The Belfast Ladies Relief Association for Connaught was an interdenominational group dedicated to providing for those left hungry and destitute by the potato famine in 1845. The Association was begun on January 1, 1847, by Rev. John Edgar, whose prior public work dealt with temperance issues. Its primary focus was raising money, although many of its members did involve themselves more personally in relief work. Their primary methods of funding involved door-to-door canvassing and the operation of a Bazaar of Ladies' Work in Belfast. Circulars with statistics and stories of the devastation were published to aid the ladies in their appeal.

Although food and clothing were at first the items most sought, the women had loftier goals: ""to improve, by industry, the temporal condition of the poor females of Connaught and their spiritual [condition] by the truth of the bible."" (from Luddy 22) Schools teaching needlework and knitting were established throughout Connaught. Information from Maria Luddy, ""Women and Philanthropy in Nineteenth-Century Ireland, "" in Women, Philanthropy, and Civil Society, edited by Kathleen D. McCarthy (Bloomington: Indiana University Press, 2001) and the First Report of the Belfast Ladies' Association, Belfast, 6 March 1847.",1851-09-19,letters (correspondence),,Dublin (Ireland),,,Dublin (Ireland)|Philadelphia (Pa.)|Belfast (Northern Ireland)|Connacht (Ireland)|Newcastle (Northern Ireland)|Down (Northern Ireland : County),"Author (aut): Pim, Jonathan, 1806-1885","Addressee (rcp): Cope, Thomas Pim, 1823-1900",hc:94857,"person:Pim, William Harvey",Health,"HC.MC-1170, Box 1",hsc0017,,/object/hc94857
"1851 October 3, Woodbourne, to Dear Brother, Philadelphia",,1851-10-03,letters (correspondence),,"Woodbourne (Susquehanna County, Pa.)",1 Walnut St,Philadelphia (Pa.),"Woodbourne (Susquehanna County, Pa.)|Philadelphia (Pa.)","Author (aut): Cope, William D. (William Drinker), 1798-1873","Addressee (rcp): Cope, Alfred, 1806-1875",hc:116054,"person:Newbold, William|person:Walker, Sarah Miller, 1799-1874|person:Cope, Edgar, 1838-1895|person:Cope, E. D. (Edward Drinker), 1840-1897|person:Cope, Thomas P. (Thomas Pim), 1768-1854|person:Cope, Jasper, 1775-1856|person:Cope, Rebecca Shoemaker, 1781-1853|person:Norris, Henry|person:Norris, Hannah","Gossip|School attendance|Finance, Personal|Weddings","HC.MC-1170, Box 6",hsc5076,,/object/hc116054
"1851 October 25, Woodbourne, to Dear Brother, Philadelphia",,1851-10-25,letters (correspondence),,"Woodbourne (Susquehanna County, Pa.)",Fairfield,"Germantown (Philadelphia, Pa.)","Philadelphia (Pa.)|Woodbourne (Susquehanna County, Pa.)","Author (aut): Cope, William D. (William Drinker), 1798-1873","Addressee (rcp): Cope, Alfred, 1806-1875",hc:116055,"person:Cope, Clementine, 1835-1903|person:Cope, Edgar, 1838-1895|person:Cope, E. D. (Edward Drinker), 1840-1897|person:Walker, George, 1797-1891|person:Cope, Rebecca Biddle, 1812-1876","Finance, Personal|Death|Agricultural laborers","HC.MC-1170, Box 6",hsc5077,,/object/hc116055
"1851 December 29, Woodbourne, to Dear Brother, Philadelphia",,1851-10-29,letters (correspondence),,"Woodbourne (Susquehanna County, Pa.)",1 Walnut St,Philadelphia (Pa.),"Westtown (Pa.)|Philadelphia (Pa.)|Woodbourne (Susquehanna County, Pa.)","Author (aut): Cope, William D. (William Drinker), 1798-1873","Addressee (rcp): Cope, Alfred, 1806-1875",hc:116056,"person:Walker, Sarah Miller, 1799-1874|person:Walker, George, 1797-1891|person:Cope, Edgar, 1838-1895|person:Cope, Henry, 1793-1865|person:Drinker, Henry W. (Henry Waln), 1787-1866|person:Drinker, Fanny (Frances M.), 1811?-1879|person:Cope, Sarah|person:Cope, Thomas P. (Thomas Pim), 1768-1854|person:Penn, William, 1644-1718|person:Cope, Rebecca Biddle, 1812-1876",Bank stocks|School attendance|Country life|Hospitality|Gossip|Low temperatures,"HC.MC-1170, Box 6",hsc5078,,/object/hc116056
"1852 February 11, Washington, to Father",,1852-02-11,letters (correspondence),,Washington (D.C.),,,Washington (D.C.)|Philadelphia (Pa.)|Harrisburg (Pa.),"Author (aut): Tyson, Job R. (Job Roberts), 1803-1858",,hc:94887,"person:Tyson, Eleanor Cope, 1807-1847",Bereavement,"HC.MC-1170, Box 2",hsc0049,,/object/hc94887
"1852 February 24, Woodbourne, to Dear Brother, Philadelphia",,1852-02-24,letters (correspondence),,"Woodbourne (Susquehanna County, Pa.)",Walnut St,Philadelphia (Pa.),"Philadelphia (Pa.)|Rhode Island|Washington (D.C.)|New Orleans (La.)|Maryland|Woodbourne (Susquehanna County, Pa.)","Author (aut): Cope, William D. (William Drinker), 1798-1873","Addressee (rcp): Cope, Alfred, 1806-1875",hc:116057,"person:Cope, Clementine, 1835-1903|person:Walker, Sarah Miller, 1799-1874|person:Cope, Caroline E. (Caroline Elizabeth), 1840-1944|person:Cope, Rebecca Biddle, 1812-1876|person:Drinker, Fanny (Frances M.), 1811?-1879|person:Hazard, Caroline Newbold, b. 1808?|person:Lawrie, George","Gossip|Finance, Personal|Children's clothing","HC.MC-1170, Box 6",hsc5079,,/object/hc116057
"1852 February 26, Dimock PA, to My Dear Sister, Philadelphia PA",,1852-02-26,letters (correspondence),,"Woodbourne (Susquehanna County, Pa.)",272 Spruce St,Philadelphia (Pa.),"Montrose (Susquehanna County, Pa.)|Woodbourne (Susquehanna County, Pa.)|Philadelphia (Pa.)|Dimock (Pa. : Township)","Author (aut): Cope, Caroline E. (Caroline Elizabeth), 1840-1944","Addressee (rcp): Cope, Clementine, 1835-1903",hc:106323,"person:Cope, Susan L. Newbold, 1805-1872|person:Cope, William D. (William Drinker), 1798-1873|person:Cope, Elizabeth Waln Stokes, 1823-1902|person:Cope, Eleanor, 1847-1860|person:Cope, Alexis T. (Alexis Thomas), 1850-1883",Painting|Clothing and dress|Parties|Winter|Learning and scholarship,"HC.MC-1170, Box 3",hsc1436,,/object/hc106323
"1852 March 1, Woodbourne, to Dear Brother, Philadelphia",,1852-03-01,letters (correspondence),,"Woodbourne (Susquehanna County, Pa.)",1 Walnut St,Philadelphia (Pa.),"Pittsburgh (Pa.)|Philadelphia (Pa.)|Woodbourne (Susquehanna County, Pa.)|Morris Canal (N.J.)","Author (aut): Cope, William D. (William Drinker), 1798-1873","Addressee (rcp): Cope, Alfred, 1806-1875",hc:116058,"person:Drinker, Fanny (Frances M.), 1811?-1879|person:Drinker, Henry W. (Henry Waln), 1787-1866|person:Cope, Thomas P. (Thomas Pim), 1768-1854",Stocks|Crops,"HC.MC-1170, Box 6",hsc5080,,/object/hc116058
"Letter from Charlotte Cushman to Henry Cope, 1852 April 1",,1852-04-01,business letters,,,,,,"Author (aut): Cushman, Charlotte, 1816-1876","Addressee (rcp): Cope, Henry, 1793-1865",hc:132186,,,"HC.MC-1242, Box 10, Folder 6",mc1242_10_06_03,,/object/hc132186
"1852 April 19, Georgia, Crab Apple Blossoms for Lily",A tiny envelope enclosing a pocket of small leaves and blossoms.,1852-04-19,letters (correspondence),,Georgia,,,,"Author (aut): Cope, Susan L. Newbold, 1805-1872","Addressee (rcp): Garrett, Elizabeth Waln Cope, 1841-1931",hc:109834,,,"HC.MC-1170, Box 5",hsc2023,,/object/hc109834
"1852 May 31, Woodbourne, to Dear Brother, Philadelphia",,1852-05-31,letters (correspondence),,"Woodbourne (Susquehanna County, Pa.)",1 Walnut St,Philadelphia (Pa.),"Ireland|Woodbourne (Susquehanna County, Pa.)|Philadelphia (Pa.)","Author (aut): Cope, William D. (William Drinker), 1798-1873","Addressee (rcp): Cope, Alfred, 1806-1875",hc:116059,"person:Cope, Edgar, 1838-1895|person:Cope, Clementine, 1835-1903|person:Cope, Thomas P. (Thomas Pim), 1768-1854|person:Cope, Rebecca Biddle, 1812-1876|person:Walker, Sarah Miller, 1799-1874|person:Calby, Andrew, b. 1813|person:Calby, Lawrence, b. 1825?",Death|Immigrants--United States,"HC.MC-1170, Box 6",hsc5081,,/object/hc116059
"Letter from S. M. Walker to Caroline Elizabeth Cope on her 11th birthday, 1852 July",Assuming S.M. Walker is Sarah Miller Walker (1799-1874),1852-07-01,letters (correspondence),,,,,,"Author (aut): Walker, Sarah Miller, 1799-1874","Addressee (rcp): Cope, Caroline E. (Caroline Elizabeth), 1840-1944",hc:120659,,,"HC.MC-1242, Box 1, Folder 9",mc1242_01_09_06_001,,/object/hc120659
"1852 July 12, Woodbourne, to Annie, Philadelphia",,1852-07-02,letters (correspondence),,"Woodbourne (Susquehanna County, Pa.)",,[Philadelphia (Pa.)],"Pottstown (Pa.)|Philadelphia (Pa.)|Port Clinton (Pa.)|Wilkes-Barre (Pa.)|Wyoming County (Pa.)|Tunkhannock (Pa.)|Reading (Pa.)|Woodbourne (Susquehanna County, Pa.)","Author (aut): Cope, Clementine, 1835-1903","Addressee (rcp): Cope, Ruthanna, 1834-1879",hc:104329,"person:Cope, William D. (William Drinker), 1798-1873|person:Cope, Susan L. Newbold, 1805-1872|person:Cope, Thomas P. (Thomas Pim), 1768-1854|person:Cope, Henry, 1793-1865|person:Cope, Rachel Reeve, 1794-1863|person:Cope, Francis Reeve, 1821-1909|person:Cope, Anna Stewardson Brown, 1822-1916|person:Cope, Thomas Pim, 1823-1900|person:Garrett, Elizabeth Waln Cope, 1841-1931",Voyages and travels,"HC.MC-1170, Box 3",hsc1082,,/object/hc104329
"1852 July 12, Woodbourne, to Ruthanna Cope","Stationer's mark: ""SUPER FINE"" surrounded by leaves.",1852-07-12,letters (correspondence),,"Woodbourne (Susquehanna County, Pa.)",,,"Philadelphia (Pa.)|Wilkes-Barre (Pa.)|Tunkhannock (Pa.)|Pottstown (Pa.)|Port Clinton (Pa.)|Tamaqua (Pa.)|Wyoming County (Pa.)|Woodbourne (Susquehanna County, Pa.)","Author (aut): Cope, Clementine, 1835-1903","Addressee (rcp): Cope, Ruthanna, 1834-1879",hc:94852,"person:Reeve, Julia K.",Transportation,"HC.MC-1170, Box 3",hsc0012,,/object/hc94852
"1852 July 17, to Clemmie, Woodbourne","Written at Philadelphia on July 17 and at Germantown on ""First day morning"" July 18, 1852.",1852-07-17,letters (correspondence),,Philadelphia (Pa.),,"Woodbourne (Susquehanna County, Pa.)",Cape May (N.J.)|Reading (Pa.)|Scranton (Pa.)|Wilkes-Barre (Pa.)|Philadelphia (Pa.),"Author (aut): Cope, Thomas Pim, 1823-1900","Addressee (rcp): Cope, Clementine, 1835-1903",hc:96868,"person:Cope, Alfred, 1806-1875|person:Cope, Francis Reeve, 1821-1909|person:Cope, Ruthanna, 1834-1879|person:Cope, Thomas P. (Thomas Pim), 1768-1854|person:Cope, William D. (William Drinker), 1798-1873|person:Drinker, Henry W. (Henry Waln), 1787-1866|person:Haines, Mary D. (Mary Drinker Cope), 1819-1890|person:Yarnall, Caroline R. (Caroline Rachel) Cope, 1802-1881",Family|Health|Letter writing|Pennsylvania--Description and travel,"HC.MC-1170, Box 6",hsc0444,,/object/hc96868
"1852 August 6, Westtown, to Sister",,1852-08-06,letters (correspondence),,Westtown (Pa.),,Dimock (Pa. : Township),West Chester (Pa.)|Westtown (Pa.),"Author (aut): Cope, Edgar, 1838-1895","Addressee (rcp): Cope, Clementine, 1835-1903",hc:95181,"person:Cope, Caroline E. (Caroline Elizabeth), 1840-1944|corporate_body:Westtown Boarding School",Language and languages--Study and teaching|Family,"HC.MC-1170, Box 3",hsc0358,,/object/hc95181
"1852 August 9, Philadelphia, to Dear Mother, Ocean House, Cape Island",,1852-08-09,letters (correspondence),,Philadelphia (Pa.),"Ocean House, Cape Island",Cape May (N.J.),Philadelphia (Pa.),"Author (aut): Cope, Francis Reeve, 1821-1909","Addressee (rcp): Cope, Rachel Reeve, 1794-1863",hc:109663,"person:Cope, Henry, 1793-1865|person:Cope, Ruthanna, 1834-1879|person:Reeve, Julia K.|person:Cope, Alfred, 1806-1875|person:Cope, Thomas P. (Thomas Pim), 1768-1854|person:Cope, Henry, 1850-1924|person:Cope, Elizabeth S. (Elizabeth Stewardson), 1848-1937|person:Cope, Thomas Pim, 1823-1900",Correspondence|Pain|Health|Travel--Planning|Prices,"HC.MC-1170, Box 4",hsc1575,,/object/hc109663
"1852 August 13, New York, to Miss Cope",Benjamin Cook's age at the time of writing the letter is unknown. The finding aid for MS Coll 1170 indicates that the Miss Cope to whom the letter is written is Clementine Cope.,1852-08-13,letters (correspondence),,New York (N.Y.),,,New York (N.Y.),"Author (aut): Cook, Benjamin A.","Addressee (rcp): Cope, Clementine, 1835-1903",hc:95686,"person:Cope, Clementine, 1835-1903",Love-letters,"HC.MC-1170, Box 1",hsc0115_01a,,/object/hc95686
"1852 August 30, Philadelphia, to Clemmy, Dimock","Watermark reads: ""Rhoads & Sons Patent."" Embossing of wreath, crown & crest.",1852-08-30,letters (correspondence),,Philadelphia (Pa.),,Dimock (Pa. : Township),"Cape May (N.J.)|Germantown (Philadelphia, Pa.)|Haverford (Pa. : Township)|Susquehanna County (Pa.)|Philadelphia (Pa.)|Dimock (Pa. : Township)","Author (aut): Cope, Thomas Pim, 1823-1900","Addressee (rcp): Cope, Clementine, 1835-1903",hc:96869,"person:Cope, Elizabeth Waln Stokes, 1823-1902|person:Cope, Rachel Reeve, 1794-1863|person:Yarnall, Caroline R. (Caroline Rachel) Cope, 1802-1881|person:Haines, Mary D. (Mary Drinker Cope), 1819-1890|person:Cope, Rebecca Biddle, 1812-1876|person:Cope di Valromita, James Biddle, Baron, 1852-1929|person:Cope, Thomas P. (Thomas Pim), 1768-1854|person:Cope, Alfred, 1806-1875",Family|Letter writing|Seashore,"HC.MC-1170, Box 6",hsc0445,,/object/hc96869
"1852 September 13, Woodbourne, to Dear Brother, Philadelphia",,1852-09-13,letters (correspondence),,"Woodbourne (Susquehanna County, Pa.)",1 Walnut St,Philadelphia (Pa.),"Montrose (Susquehanna County, Pa.)|Woodbourne (Susquehanna County, Pa.)|Philadelphia (Pa.)","Author (aut): Cope, William D. (William Drinker), 1798-1873","Addressee (rcp): Cope, Alfred, 1806-1875",hc:116060,"person:Cope, Edgar, 1838-1895|person:Cope, Susan L. Newbold, 1805-1872|person:Hazard, Rowland Gibson, 1801-1888|person:Cope, Rebecca Biddle, 1812-1876|person:Cope, Thomas P. (Thomas Pim), 1768-1854|person:Newbold, William|person:Newbold, Emma|person:Newbold, Caroline|person:Vanuxem, Elizabeth Newbold|person:Vanuxem, James|corporate_body:Pennsylvania Railroad|corporate_body:Westtown Boarding School|corporate_body:Haverford College",School attendance|Children--Diseases,"HC.MC-1170, Box 6",hsc5082,,/object/hc116060
"1852 September 14, Philadelphia, to Clemmy","Letter written on September 14 and 15, 1852.
 
 Embossing at top an ornate rectangular design with ""O & H"" printed in the center.",1852-09-14,letters (correspondence),,Philadelphia (Pa.),,Dimock (Pa. : Township),Chester (Pa.)|Philadelphia (Pa.)|Reading (Pa.),"Author (aut): Cope, Thomas Pim, 1823-1900","Addressee (rcp): Cope, Clementine, 1835-1903",hc:96870,"person:Cope, Alfred, 1806-1875|person:Cope, Elizabeth Waln Stokes, 1823-1902|person:Cope, Francis, 1852-1854|person:Cope, Henry, 1850-1924|person:Cope, Ruthanna, 1834-1879|person:Cope, Susan L. Newbold, 1805-1872|person:Cope, Thomas P. (Thomas Pim), 1768-1854|person:Cope, William D. (William Drinker), 1798-1873|person:Yarnall, Caroline R. (Caroline Rachel) Cope, 1802-1881|person:Yarnall, Edward, 1799-1859|person:Yarnall, Mary",Family|Housekeeping|Loneliness|Schools,"HC.MC-1170, Box 6",hsc0446,,/object/hc96870
"Letter from Henry Cope to A.L. Foster, 1852 September 17; Letter from A.L. Foster to Henry Cope, 1852 September 21",,1852-09-17/1852-09-21,business letters,,Summit Hill (Pa.),,,Philadelphia (Pa.)|Summit Hill (Pa.),"Author (aut): Cope, Henry, 1793-1865|Author (aut): Foster, A.L.","Addressee (rcp): Foster, A.L.|Addressee (rcp): Cope, Henry, 1793-1865",hc:133969,,,"HC-MC.1242, Box 11, Folder 3",mc1242_11_03_10,,/object/hc133969
"1852 October 4, Peace Dale, to My dear cousin Clemmie",,1852-10-04,letters (correspondence),,Peace Dale (R.I.),,,"Philadelphia (Pa.)|Wyoming|Wilkes-Barre (Pa.)|Bristol (Conn.)|Germantown (Philadelphia, Pa.)|New York (State)|England|France|Peace Dale (R.I.)","Author (aut): Hazard, Rowland Gibson, 1829-1898","Addressee (rcp): Cope, Clementine, 1835-1903",hc:97028,"person:Cope, Caroline E. (Caroline Elizabeth), 1840-1944|person:Walker, Sarah Miller, 1799-1874|person:Cope, Henry, 1793-1865|person:Smith, Hetty",Gossip|Family|Voyages and travels|Health|Weather,"HC.MC-1170, Box 1",hsc0621,,/object/hc97028
"1852 October 11, Woodbourne, to Dear Brother, Philadelphia",,1852-10-11,letters (correspondence),,"Woodbourne (Susquehanna County, Pa.)",1 Walnut St,Philadelphia (Pa.),"Germantown (Philadelphia, Pa.)|Ireland|Philadelphia (Pa.)|Woodbourne (Susquehanna County, Pa.)|Morris Canal (N.J.)","Author (aut): Cope, William D. (William Drinker), 1798-1873","Addressee (rcp): Cope, Alfred, 1806-1875",hc:116061,"person:Hazard, Rowland Gibson, 1801-1888|person:Smith, J. Jay (John Jay), 1798-1881|person:Walker, Sarah Miller, 1799-1874|person:Cope, Henry, 1793-1865|person:Cope, Rebecca Biddle, 1812-1876|person:Calby, Andrew, b. 1813|person:Calby, Lawrence, b. 1825?|person:Penn, Granville, 1761-1844|person:Logan, Deborah Norris, 1761-1839",Gossip|Hospitality|Immigrants--United States,"HC.MC-1170, Box 6",hsc5083,,/object/hc116061
"1852 November 8, Peace Dale, to My dear cousin Clemmie",,1852-11-08,letters (correspondence),,Peace Dale (R.I.),,,"Woodbourne (Susquehanna County, Pa.)|Philadelphia (Pa.)|Orange (N.J.)|New York (State)|Rhode Island|Susquehanna County (Pa.)|Peace Dale (R.I.)","Author (aut): Hazard, Rowland Gibson, 1829-1898","Addressee (rcp): Cope, Clementine, 1835-1903",hc:97029,"person:Cope, Ruthanna, 1834-1879|person:Walker, Sarah Miller, 1799-1874|person:Cope, Francis Reeve, 1821-1909|person:Cope, Caroline E. (Caroline Elizabeth), 1840-1944|person:Hazard, Caroline Newbold, b. 1808?",Family|Gossip|Letter writing|Business|Marriage,"HC.MC-1170, Box 1",hsc0622,,/object/hc97029
"1852 November 13, West Town, to Cousin",,1852-11-13,letters (correspondence),,Westtown (Pa.),,,,"Author (aut): Cope, Edgar, 1838-1895",,hc:95182,,,"HC.MC-1170, Box 3",hsc0359,,/object/hc95182
"1852 December 3, West Town, to Clemmy",,1852-12-03,letters (correspondence),,Westtown (Pa.),,,,"Author (aut): Cope, Edgar, 1838-1895","Addressee (rcp): Cope, Clementine, 1835-1903",hc:95183,,,"HC.MC-1170, Box 3",hsc0360,,/object/hc95183
