,Title,Description,Date Created,Origin,Author,Recipient,Start,start_lat,start_long,Year,Month,Day,Month Name,Season,Color
100,"1872 October 22, Awbury, to Parents",,1872-10-22,"Awbury (Philadelphia, Pa.)","Cope, Elizabeth S. (Elizabeth Stewardson), 1848-1937","Cope, Francis Reeve, 1821-1909|Cope, Anna Stewardson Brown, 1822-1916","{'lat': 40.05055556, 'long': -75.1666666666667}",40.05055556,-75.1666666666667,1872,10,22,October,Fall,orange
101,"1872 October 27, Awbury, to Mamma","Minnie Aertsen is most likely Mary Aertsen, though it is unclear which one, as at least three individuals with that name lived in Germantown at that time.
 
 Letter also mentions attending the marriage of Anna Biddle a few days earlier.",1872-10-27,"Awbury (Philadelphia, Pa.)","Cope, Elizabeth S. (Elizabeth Stewardson), 1848-1937",,"{'lat': 40.05055556, 'long': -75.1666666666667}",40.05055556,-75.1666666666667,1872,10,27,October,Fall,orange
102,"1872 November 27, Awbury, to My Dearest",Expressed condolences on the death of Susan Newbold Cope.,1872-11-27,"Awbury (Philadelphia, Pa.)","Cope, Elizabeth S. (Elizabeth Stewardson), 1848-1937","Cope, Alexis T. (Alexis Thomas), 1850-1883","{'lat': 40.05055556, 'long': -75.1666666666667}",40.05055556,-75.1666666666667,1872,11,27,November,Fall,orange
103,"1872?, Lake Mohonk, to Father & Mother",Exact year and date of letter not given and is not clearly discernible from the information in the letter.,1872?,Mohonk Lake (N.Y.),"Cope, Elizabeth S. (Elizabeth Stewardson), 1848-1937","Cope, Francis Reeve, 1821-1909|Cope, Anna Stewardson Brown, 1822-1916","{'lat': 41.76861111, 'long': -74.1555555555556}",41.76861111,-74.1555555555556,1872,0,0,0,0,0
105,"1873 February 12, Haddonfield, to Cousin","Edward writes to an unnamed cousin, advising that prayer unwavering faith in Jesus Christ will alleviate daily grief and assure passage to heaven.",1873-02-12,Haddonfield (N.J.),"Cope, E. D. (Edward Drinker), 1840-1897",,"{'lat': 39.89138889, 'long': -75.0375}",39.89138889,-75.0375,1873,2,12,February,Winter,lightskyblue
106,"1873 February 12, Haddonfield, to My dear Cousin",,1873-02-12,Haddonfield (N.J.),"Cope, E. D. (Edward Drinker), 1840-1897",,"{'lat': 39.89138889, 'long': -75.0375}",39.89138889,-75.0375,1873,2,12,February,Winter,lightskyblue
107,"1873 February 26, Washington, D.C., to Mama",,1873-02-26,Washington (D.C.),"Cope, Elizabeth S. (Elizabeth Stewardson), 1848-1937","Cope, Anna Stewardson Brown, 1822-1916","{'lat': 38.895, 'long': -77.0361111111111}",38.895,-77.0361111111111,1873,2,26,February,Winter,lightskyblue
108,"1873 June 25, Connymead, to Cousin Anna",,1873-06-25,"Overbrook (Philadelphia, Pa.)","Cope, Clementine, 1835-1903","Cope, Anna Stewardson Brown, 1822-1916","{'lat': 39.98916667, 'long': -75.2430555555556}",39.98916667,-75.2430555555556,1873,6,25,June,Summer,yellow
109,"1873 July 22, Awbury, to dearest sister, Liverpool","Accompanying envelope contains note written at a later date by Elizabeth S. Cope.
 
 Letter and note on envelope mention an accompanying note by Alexis Cope which appears to have been lost since then.",1873-07-22,"Awbury (Philadelphia, Pa.)","Cope, Elizabeth S. (Elizabeth Stewardson), 1848-1937","Evans, Rachel Reeve Cope, 1850-1939","{'lat': 40.05055556, 'long': -75.1666666666667}",40.05055556,-75.1666666666667,1873,7,22,July,Summer,yellow
110,"1873 August 1, Awbury, to brother & sister",,1873-08-01,"Awbury (Philadelphia, Pa.)","Cope, Elizabeth S. (Elizabeth Stewardson), 1848-1937","Evans, Jonathan, 1843-1911|Evans, Rachel Reeve Cope, 1850-1939","{'lat': 40.05055556, 'long': -75.1666666666667}",40.05055556,-75.1666666666667,1873,8,1,August,Summer,yellow
111,"1873 August 9, Mt. Desert, to Mother, Philadelphia",Accompanying envelope contains note written at a later date by Elizabeth S. Cope.,1873-08-09,Mount Desert Island (Me.),"Cope, Elizabeth S. (Elizabeth Stewardson), 1848-1937","Cope, Anna Stewardson Brown, 1822-1916","{'lat': 44.34888889, 'long': -68.3441666666667}",44.34888889,-68.3441666666667,1873,8,9,August,Summer,yellow
112,"1873 August 17, Bar Harbor, to Mother",,1873-08-17,Bar Harbor (Me.),"Cope, Elizabeth S. (Elizabeth Stewardson), 1848-1937","Cope, Anna Stewardson Brown, 1822-1916","{'lat': 44.3875, 'long': -68.2038888888889}",44.3875,-68.2038888888889,1873,8,17,August,Summer,yellow
113,"1873 October 7, Haverford, to Sister, London","Letter begun on October 7th, completed on October 8th.",1873-10-07,Haverford (Pa. : Township),"Cope, Elizabeth S. (Elizabeth Stewardson), 1848-1937","Evans, Rachel Reeve Cope, 1850-1939","{'lat': 40.01305556, 'long': -75.2941666666667}",40.01305556,-75.2941666666667,1873,10,7,October,Fall,orange
114,"1873 October 10, Awbury, to Mama, Upper Lehigh",The Jacob Jones mentioned may be Jacob P. Jones (1805-1885).,1873-10-10,"Awbury (Philadelphia, Pa.)","Cope, Elizabeth S. (Elizabeth Stewardson), 1848-1937","Cope, Anna Stewardson Brown, 1822-1916","{'lat': 40.05055556, 'long': -75.1666666666667}",40.05055556,-75.1666666666667,1873,10,10,October,Fall,orange
115,"1873 October 17, Awbury, to My dear brother",,1873-10-17,"Awbury (Philadelphia, Pa.)","Cope, Elizabeth S. (Elizabeth Stewardson), 1848-1937","Cope, Thomas P. (Thomas Pim), 1852-1944","{'lat': 40.05055556, 'long': -75.1666666666667}",40.05055556,-75.1666666666667,1873,10,17,October,Fall,orange
116,"1874 January 2, Connymead, to My dear Cousin, Awbury",,1874-01-02,"Overbrook (Philadelphia, Pa.)","Cope, Clementine, 1835-1903","Cope, Anna Stewardson Brown, 1822-1916","{'lat': 39.98916667, 'long': -75.2430555555556}",39.98916667,-75.2430555555556,1874,1,2,January,Winter,lightskyblue
117,"1874 January 11, Connymeade, to My dear Cousin Sarah",,1874-01-11,"Overbrook (Philadelphia, Pa.)","Cope, Caroline E. (Caroline Elizabeth), 1840-1944","Walker, Sarah Miller, 1799-1874","{'lat': 39.98916667, 'long': -75.2430555555556}",39.98916667,-75.2430555555556,1874,1,11,January,Winter,lightskyblue
118,"1874 May 29, Atlantic City, to Sister mine, Germantown",,1874-05-29,Atlantic City (N.J.),"Cope, Elizabeth S. (Elizabeth Stewardson), 1848-1937","Evans, Rachel Reeve Cope, 1850-1939","{'lat': 39.36388889, 'long': -74.4230555555556}",39.36388889,-74.4230555555556,1874,5,29,May,Spring,green
119,"1874 July 18, White Sulphur Springs, to Mother",,1874-07-18,White Sulphur Springs (W. Va.),"Cope, Elizabeth S. (Elizabeth Stewardson), 1848-1937","Cope, Anna Stewardson Brown, 1822-1916","{'lat': 37.79638889, 'long': -80.2975}",37.79638889,-80.2975,1874,7,18,July,Summer,yellow
120,"1874 August 5, Chalybeate Springs, to little Ann, Philadelphia","Second half of the letter was written by Alexis Cope, to whom Elizabeth Cope dictated.",1874-08-05,Sweet Chalybeate Springs (Va.),"Cope, Elizabeth S. (Elizabeth Stewardson), 1848-1937","Stork, Anna Brown Cope, b. 1862","{'lat': 37.64194444, 'long': -80.2380555555556}",37.64194444,-80.2380555555556,1874,8,5,August,Summer,yellow
121,"1875 May 28, Lechauweki Springs, to dear ones at home, Philadelphia",,1875-05-28,Fountain Hill (Pa.),"Cope, Elizabeth S. (Elizabeth Stewardson), 1848-1937",,"{'lat': 40.60138889, 'long': -75.395}",40.60138889,-75.395,1875,5,28,May,Spring,green
122,"1875 May 29, Lechauweki Springs, to Sisters",,1875-05-29,Fountain Hill (Pa.),"Cope, Elizabeth S. (Elizabeth Stewardson), 1848-1937","Stork, Anna Brown Cope, b. 1862|Lewis, Caroline Mary Cope, 1865-1953","{'lat': 40.60138889, 'long': -75.395}",40.60138889,-75.395,1875,5,29,May,Spring,green
124,"1876 January 25, Connymead, to My dear Alexis & Lily",,1876-01-25,"Overbrook (Philadelphia, Pa.)","Cope, Clementine, 1835-1903","Cope, Alexis T. (Alexis Thomas), 1850-1883|Cope, Elizabeth S. (Elizabeth Stewardson), 1848-1937","{'lat': 39.98916667, 'long': -75.2430555555556}",39.98916667,-75.2430555555556,1876,1,25,January,Winter,lightskyblue
125,"1876 April 4, Connymead, to Alexis & Lily, Rome",,1876-04-12,"Overbrook (Philadelphia, Pa.)","Cope, Clementine, 1835-1903","Cope, Alexis T. (Alexis Thomas), 1850-1883|Cope, Elizabeth S. (Elizabeth Stewardson), 1848-1937","{'lat': 39.98916667, 'long': -75.2430555555556}",39.98916667,-75.2430555555556,1876,4,12,April,Spring,green
126,"1876 May 6, Geneva, to Lillie & Alexis",,1876-05-06,Geneva (Switzerland),"Cope, Alfred, 1857-1897","Cope, Elizabeth S. (Elizabeth Stewardson), 1848-1937|Cope, Alexis T. (Alexis Thomas), 1850-1883","{'lat': 46.20222222, 'long': 6.145555556}",46.20222222,6.145555556,1876,5,6,May,Spring,green
127,"1876 October 10, Steamer Josephine Missouri River near Ft Peck MT, to Esteemed Friend","Handwritten note ""Original given to Academy of Natural Sciences of Phila Nov. 1989""",1876-10-10,Fort Peck (Mont.),"Cope, E. D. (Edward Drinker), 1840-1897",,"{'lat': 48.00888889, 'long': -106.448611111111}",48.00888889,-106.448611111111,1876,10,10,October,Fall,orange
128,"1876 December 17, Adams St Germantown, to Dear Sister Anna",includes a NB later written by Elizabeth Stewardson Cope on 8/1/1930.,1876-12-17,"Germantown (Philadelphia, Pa.)","Cope, Elizabeth Waln Stokes, 1823-1902|Cope, Elizabeth S. (Elizabeth Stewardson), 1848-1937","Cope, Anna Stewardson Brown, 1822-1916","{'lat': 40.04333333, 'long': -75.18}",40.04333333,-75.18,1876,12,17,December,Winter,lightskyblue
129,"1877 May 29, Connymead, to Sisters",,1877-05-29,"Overbrook (Philadelphia, Pa.)","Cope, Clementine, 1835-1903","Cope, Annette, 1843-1916|Cope, Caroline E. (Caroline Elizabeth), 1840-1944","{'lat': 39.98916667, 'long': -75.2430555555556}",39.98916667,-75.2430555555556,1877,5,29,May,Spring,green
130,"1877 June 12, Awbury, to My dear Sisters",,1877-06-12,"Awbury (Philadelphia, Pa.)","Cope, Clementine, 1835-1903","Cope, Annette, 1843-1916|Cope, Caroline E. (Caroline Elizabeth), 1840-1944","{'lat': 40.05055556, 'long': -75.1666666666667}",40.05055556,-75.1666666666667,1877,6,12,June,Summer,yellow
131,"1877 June 26, Awbury, to Sisters",,1877-06-26,"Awbury (Philadelphia, Pa.)","Cope, Elizabeth S. (Elizabeth Stewardson), 1848-1937","Cope, Annette, 1843-1916|Cope, Caroline E. (Caroline Elizabeth), 1840-1944","{'lat': 40.05055556, 'long': -75.1666666666667}",40.05055556,-75.1666666666667,1877,6,26,June,Summer,yellow
132,"1877 June 30, Catskill, to My dear Sisters, England",,1877-06-30,Catskill (N.Y.),"Cope, Clementine, 1835-1903","Cope, Annette, 1843-1916|Cope, Caroline E. (Caroline Elizabeth), 1840-1944","{'lat': 42.21722222, 'long': -73.8644444444445}",42.21722222,-73.8644444444445,1877,6,30,June,Summer,yellow
133,"1877 July, Catskill, England",Missing the first few pages.,1877-07-01,Catskill (N.Y.),"Cope, Clementine, 1835-1903","Cope, Annette, 1843-1916|Cope, Caroline E. (Caroline Elizabeth), 1840-1944","{'lat': 42.21722222, 'long': -73.8644444444445}",42.21722222,-73.8644444444445,1877,7,1,July,Summer,yellow
134,"1877 July 7, Montrose, to Mother","Refers to characters from the popular 1850 novel, ""The Wide, Wide World"" by Susan Warner, written under the pseudonym of Elizabeth Wetherell.",1877-07-07,"Montrose (Susquehanna County, Pa.)","Cope, Elizabeth S. (Elizabeth Stewardson), 1848-1937","Cope, Anna Stewardson Brown, 1822-1916","{'lat': 41.83388889, 'long': -75.8769444444444}",41.83388889,-75.8769444444444,1877,7,7,July,Summer,yellow
135,"1877 July 11, Montrose, to Sisters",Letter was begun on July 11 and completed on July 15.,1877-07-11,"Montrose (Susquehanna County, Pa.)","Cope, Elizabeth S. (Elizabeth Stewardson), 1848-1937","Cope, Caroline E. (Caroline Elizabeth), 1840-1944|Cope, Annette, 1843-1916","{'lat': 41.83388889, 'long': -75.8769444444444}",41.83388889,-75.8769444444444,1877,7,11,July,Summer,yellow
136,"1877 July 22, Montrose, to Tommy",Final pages contains marginal note written at a later date by Elizabeth S. Cope.,1877-07-22,"Montrose (Susquehanna County, Pa.)","Cope, Elizabeth S. (Elizabeth Stewardson), 1848-1937","Cope, Thomas P. (Thomas Pim), 1852-1944","{'lat': 41.83388889, 'long': -75.8769444444444}",41.83388889,-75.8769444444444,1877,7,22,July,Summer,yellow
137,"1877 July 26, Montrose, to Sisters","A smaller sheet of paper is attached to the main letter with what appears to be 4 pages of fragmentary text of an eniretly different letter, though perhaps to the same recipients, as it also discusses the recipient's travels current travels in England. Includes quote from Psalm 127:1.",1877-07-26,"Montrose (Susquehanna County, Pa.)","Cope, Elizabeth S. (Elizabeth Stewardson), 1848-1937","Cope, Annette, 1843-1916|Cope, Caroline E. (Caroline Elizabeth), 1840-1944","{'lat': 41.83388889, 'long': -75.8769444444444}",41.83388889,-75.8769444444444,1877,7,26,July,Summer,yellow
138,"1877 July 27, Mulfords, to My dear A",May be missing pages from the end,1877-07-27,Catskill (N.Y.),"Cope, Clementine, 1835-1903","Cope, Annette, 1843-1916","{'lat': 42.21722222, 'long': -73.8644444444445}",42.21722222,-73.8644444444445,1877,7,27,July,Summer,yellow
139,"1877 August 6, Catskill, to My dear C",May be missing a few pages from the end.,1877-08-06,Catskill (N.Y.),"Cope, Clementine, 1835-1903","Cope, Caroline E. (Caroline Elizabeth), 1840-1944","{'lat': 42.21722222, 'long': -73.8644444444445}",42.21722222,-73.8644444444445,1877,8,6,August,Summer,yellow
140,"1877 August 26, Montrose, to Sister",Alexis Cope's letter of 8-27-1877 to Jonathan Evans (hsc1171) was sent in the same envelope with this letter.,1877-08-26,"Montrose (Susquehanna County, Pa.)","Cope, Elizabeth S. (Elizabeth Stewardson), 1848-1937","Evans, Rachel Reeve Cope, 1850-1939","{'lat': 41.83388889, 'long': -75.8769444444444}",41.83388889,-75.8769444444444,1877,8,26,August,Summer,yellow
141,"1877 September 6, Atlantic City, to My dear Sisters",May be missing pages from the end.,1877-09-06,Atlantic City (N.J.),"Cope, Clementine, 1835-1903","Cope, Annette, 1843-1916|Cope, Caroline E. (Caroline Elizabeth), 1840-1944","{'lat': 39.36388889, 'long': -74.4230555555556}",39.36388889,-74.4230555555556,1877,9,6,September,Fall,orange
142,"1878 January 4, Hotel de Florence, to My Dear Sister",,1878-01-04,Nice (France),"Cope, Clementine, 1835-1903","Cope, Caroline E. (Caroline Elizabeth), 1840-1944","{'lat': 43.70305556, 'long': 7.265833333}",43.70305556,7.265833333,1878,1,4,January,Winter,lightskyblue
144,"1878 June 22, Mells, to My dear Lily",,1878-06-22,Wells (England),"Cope, Clementine, 1835-1903","Cope, Elizabeth S. (Elizabeth Stewardson), 1848-1937","{'lat': 51.20777778, 'long': -2.64888888888889}",51.20777778,-2.64888888888889,1878,6,22,June,Summer,yellow
145,"1878 September 1, Zurich, to dear Elizabeth, Awbury",,1878-09-01,Zurich (Switzerland),"Cope, Clementine, 1835-1903","Cope, Elizabeth S. (Elizabeth Stewardson), 1848-1937","{'lat': 47.36666667, 'long': 8.55}",47.36666667,8.55,1878,9,1,September,Fall,orange
146,"1878 September 9, Munich, to My dear Lilly",May be missing pages from the end.,1878-09-09,Munich (Germany),"Cope, Clementine, 1835-1903","Cope, Elizabeth S. (Elizabeth Stewardson), 1848-1937","{'lat': 48.13722222, 'long': 11.57527778}",48.13722222,11.57527778,1878,9,9,September,Fall,orange
148,"1879 February 21, Naples, to My dear Alexis & Lilly",,1879-02-21,Naples (Italy),"Cope, Clementine, 1835-1903","Cope, Alexis T. (Alexis Thomas), 1850-1883|Cope, Elizabeth S. (Elizabeth Stewardson), 1848-1937","{'lat': 40.85194444, 'long': 14.26805556}",40.85194444,14.26805556,1879,2,21,February,Winter,lightskyblue
149,"1879 March 29, Hotel della Pace Rome, to My dear Lilly",,1879-03-29,Rome (Italy),"Cope, Clementine, 1835-1903","Cope, Elizabeth S. (Elizabeth Stewardson), 1848-1937","{'lat': 41.89166667, 'long': 12.51111111}",41.89166667,12.51111111,1879,3,29,March,Spring,green
150,"1879 July 1, Newport, to Mamma",,1879-07-01,Newport (R.I.),"Cope, Elizabeth S. (Elizabeth Stewardson), 1848-1937","Cope, Anna Stewardson Brown, 1822-1916","{'lat': 41.49, 'long': -71.3127777777778}",41.49,-71.3127777777778,1879,7,1,July,Summer,yellow
151,"1879 July 7, Newport, to Mother",,1879-07-07,Newport (R.I.),"Cope, Elizabeth S. (Elizabeth Stewardson), 1848-1937","Cope, Anna Stewardson Brown, 1822-1916","{'lat': 41.49, 'long': -71.3127777777778}",41.49,-71.3127777777778,1879,7,7,July,Summer,yellow
152,"1879 July 13, Newport, to Mother",Letter continued on a smaller sheet of paper.,1879-07-13,Newport (R.I.),"Cope, Elizabeth S. (Elizabeth Stewardson), 1848-1937","Cope, Anna Stewardson Brown, 1822-1916","{'lat': 41.49, 'long': -71.3127777777778}",41.49,-71.3127777777778,1879,7,13,July,Summer,yellow
153,"1879 August 7, Montrose, to Mother",,1879-08-07,"Montrose (Susquehanna County, Pa.)","Cope, Elizabeth S. (Elizabeth Stewardson), 1848-1937","Cope, Anna Stewardson Brown, 1822-1916","{'lat': 41.83388889, 'long': -75.8769444444444}",41.83388889,-75.8769444444444,1879,8,7,August,Summer,yellow
154,"1879 August 10, Montrose, to Mother",,1879-08-10,"Montrose (Susquehanna County, Pa.)","Cope, Elizabeth S. (Elizabeth Stewardson), 1848-1937","Cope, Anna Stewardson Brown, 1822-1916","{'lat': 41.83388889, 'long': -75.8769444444444}",41.83388889,-75.8769444444444,1879,8,10,August,Summer,yellow
155,"1879 August 10, Montrose, to Rachel, Newport",,1879-08-10,"Montrose (Susquehanna County, Pa.)","Cope, Elizabeth S. (Elizabeth Stewardson), 1848-1937","Evans, Rachel Reeve Cope, 1850-1939","{'lat': 41.83388889, 'long': -75.8769444444444}",41.83388889,-75.8769444444444,1879,8,10,August,Summer,yellow
156,"1879 August 20, Montrose, to Mother",,1879-08-20,"Montrose (Susquehanna County, Pa.)","Cope, Elizabeth S. (Elizabeth Stewardson), 1848-1937","Cope, Anna Stewardson Brown, 1822-1916","{'lat': 41.83388889, 'long': -75.8769444444444}",41.83388889,-75.8769444444444,1879,8,20,August,Summer,yellow
157,"1879 August 31, Montrose, to Mother",,1879-08-31,"Montrose (Susquehanna County, Pa.)","Cope, Elizabeth S. (Elizabeth Stewardson), 1848-1937","Cope, Anna Stewardson Brown, 1822-1916","{'lat': 41.83388889, 'long': -75.8769444444444}",41.83388889,-75.8769444444444,1879,8,31,August,Summer,yellow
158,"1879 September 29, Oberhofen Lac de Thoune, to My dear Amy",Missing pages from the end.,1879-09-29,Oberhofen (Switzerland),"Cope, Clementine, 1835-1903","Cope, Amy Elizabeth Yarnall","{'lat': 46.73138889, 'long': 7.668888889}",46.73138889,7.668888889,1879,9,29,September,Fall,orange
159,"1879 December 1, Geneva 12 Rue de Candolle, to My dear Lilly",,1879-12-01,Geneva (Switzerland),"Cope, Clementine, 1835-1903","Cope, Elizabeth S. (Elizabeth Stewardson), 1848-1937","{'lat': 46.20222222, 'long': 6.145555556}",46.20222222,6.145555556,1879,12,1,December,Winter,lightskyblue
160,"1880 January 1, Awbury, to dear sisters",Letter begun on Januaary 1 and completed on January 6.,1880-01-01,"Awbury (Philadelphia, Pa.)","Cope, Elizabeth S. (Elizabeth Stewardson), 1848-1937","Cope, Caroline E. (Caroline Elizabeth), 1840-1944|Cope, Annette, 1843-1916","{'lat': 40.05055556, 'long': -75.1666666666667}",40.05055556,-75.1666666666667,1880,1,1,January,Winter,lightskyblue
161,"1880 January 5, Cannes, Provence, to My dear Aunt Caroline",,1880-01-05,Cannes (France),"Cope, Caroline E. (Caroline Elizabeth), 1840-1944",,"{'lat': 43.55111111, 'long': 7.0125}",43.55111111,7.0125,1880,1,5,January,Winter,lightskyblue
162,"1880 January 23, Awbury, to Sisters",,1880-01-23,"Awbury (Philadelphia, Pa.)","Cope, Elizabeth S. (Elizabeth Stewardson), 1848-1937","Cope, Caroline E. (Caroline Elizabeth), 1840-1944|Cope, Annette, 1843-1916","{'lat': 40.05055556, 'long': -75.1666666666667}",40.05055556,-75.1666666666667,1880,1,23,January,Winter,lightskyblue
163,"1880 February 8, Cannes, to Alexis","Clementine has been in France for the last 2 months and writes to Alexis T. Cope from Cannes. She expresses eagerness to return to Susquehanna County (Pennsylvania) to again see the family, but says that she would no longer like to live at Connymeade, which a very lonely place. Furthermore, Clementine advises Alexis that Connymead would be a bad place to raise children with his wife, Elizabeth S. Cope, as Quakers, because of the remoteness and lack of Friends community.",1880-02-08,Cannes (France),"Cope, Clementine, 1835-1903","Cope, Alexis T. (Alexis Thomas), 1850-1883","{'lat': 43.55111111, 'long': 7.0125}",43.55111111,7.0125,1880,2,8,February,Winter,lightskyblue
164,"1880 March 21, Hotel de la Paix, Rome, to Lily","Clementine describes her visits to various ruins and landmarks around the city of Rome, as well as the recent birthday celebration in the city for King Umberto I.
Before moving on to Rome, Clementine stayed with the Muller family in the French-Italian border commune of Menton, or ""Mentone"" in Italian, as she writes it.",1880-03-21,Rome (Italy),"Cope, Clementine, 1835-1903","Cope, Elizabeth S. (Elizabeth Stewardson), 1848-1937","{'lat': 41.89166667, 'long': 12.51111111}",41.89166667,12.51111111,1880,3,21,March,Spring,green
165,"1880 May 5, Awbury, to Alex, Montrose",,1880-05-05,"Awbury (Philadelphia, Pa.)","Cope, Elizabeth S. (Elizabeth Stewardson), 1848-1937","Cope, Alexis T. (Alexis Thomas), 1850-1883","{'lat': 40.05055556, 'long': -75.1666666666667}",40.05055556,-75.1666666666667,1880,5,5,May,Spring,green
166,"1880 June 14, Geneva, to Lily","Clementine writes to Elizabeth from Lake Geneva, on the French-Swiss border, where she is staying with a French family met the previous fall. She loves the area and Europe in general (calling it ""the living side of the Atlantic"").

Clementine half-seriously advises Elizabeth to move from Woodbourne to a cottage on the Lake Geneva hillside and admits that she would do so herself permanently were it not for Elizabeth and Alexis' children, whom she wishes so much to see .

Clementine describes the educational opportunities in the region as exception for those from ""moderate circumstances.""",1880-06-14,Geneva (Switzerland),"Cope, Clementine, 1835-1903","Cope, Elizabeth S. (Elizabeth Stewardson), 1848-1937","{'lat': 46.20222222, 'long': 6.145555556}",46.20222222,6.145555556,1880,6,14,June,Summer,yellow
167,"1880 July 11, Geneva, to Alexis","Clementine writes to cousin Alexis from Geneva, where she has been for the summer months with Caroline E. and Annette Cope. The latter two are eager to return home, but Clementine prefers to stay in Europe and expresses he want to do so if it is not completely necessary to return to Connymead to see her portion of it transfered to Alexis and his family .

Clementine expresses a belief that she could get along well with her current French host family were she to remain in Geneva indefinitely.",1880-07-11,Geneva (Switzerland),"Cope, Clementine, 1835-1903","Cope, Alexis T. (Alexis Thomas), 1850-1883","{'lat': 46.20222222, 'long': 6.145555556}",46.20222222,6.145555556,1880,7,11,July,Summer,yellow
168,"1880 July 13, Montrose, to Rachel",,1880-07-13,"Montrose (Susquehanna County, Pa.)","Cope, Elizabeth S. (Elizabeth Stewardson), 1848-1937","Evans, Rachel Reeve Cope, 1850-1939","{'lat': 41.83388889, 'long': -75.8769444444444}",41.83388889,-75.8769444444444,1880,7,13,July,Summer,yellow
169,"1880 July 26, Geneva, to Lilly","Clementine is remiss to not be writing in French, as her host family would have her do, assuming that English would be prefered.",1880-07-26,Geneva (Switzerland),"Cope, Clementine, 1835-1903","Cope, Elizabeth S. (Elizabeth Stewardson), 1848-1937","{'lat': 46.20222222, 'long': 6.145555556}",46.20222222,6.145555556,1880,7,26,July,Summer,yellow
170,"1880 August 9, Chateau d'Oex, to My dear Aunt Caroline",,1880-08-09,Chateau d'Oex (Switzerland),"Cope, Caroline E. (Caroline Elizabeth), 1840-1944|Cope, Annette, 1843-1916",,"{'lat': 46.47444444, 'long': 7.131388889}",46.47444444,7.131388889,1880,8,9,August,Summer,yellow
171,"1880 September 6, Awbury, to My dear Lily & Alexis",,1880-09-06,"Awbury (Philadelphia, Pa.)","Cope, Elizabeth Waln Stokes, 1823-1902","Cope, Elizabeth S. (Elizabeth Stewardson), 1848-1937|Cope, Alexis T. (Alexis Thomas), 1850-1883","{'lat': 40.05055556, 'long': -75.1666666666667}",40.05055556,-75.1666666666667,1880,9,6,September,Fall,orange
172,"1881 August 30, Montrose, to Mother",,1881-08-30,"Montrose (Susquehanna County, Pa.)","Cope, Elizabeth S. (Elizabeth Stewardson), 1848-1937","Cope, Anna Stewardson Brown, 1822-1916","{'lat': 41.83388889, 'long': -75.8769444444444}",41.83388889,-75.8769444444444,1881,8,30,August,Summer,yellow
173,"1883 July 9, Montrose, to Mother",,1883-07-09,"Woodbourne (Susquehanna County, Pa.)","Cope, Elizabeth S. (Elizabeth Stewardson), 1848-1937","Cope, Anna Stewardson Brown, 1822-1916","{'lat': 41.784172, 'long': -75.895933}",41.784172,-75.895933,1883,7,9,July,Summer,yellow
174,"1883 August 26, Marblehead Neck, to Lilly","Clementine writes to niece Elizabeth from vacation in Marblehead Neck, Massachusetts, where she is with cousin Edgar. Summer cottages are popular in this area with Boston vacationers.

She is clearly upset with the lack of correspondence made lately by Elizabeth.",1883-08-26,Marblehead Neck (Mass.),"Cope, Clementine, 1835-1903","Cope, Elizabeth S. (Elizabeth Stewardson), 1848-1937","{'lat': 42.5, 'long': -70.8369444444444}",42.5,-70.8369444444444,1883,8,26,August,Summer,yellow
175,"1883 July 30, Woodbourne, to Caroline & Annette",,1883-08-30,"Woodbourne (Susquehanna County, Pa.)","Cope, Elizabeth S. (Elizabeth Stewardson), 1848-1937","Cope, Caroline E. (Caroline Elizabeth), 1840-1944|Cope, Annette, 1843-1916","{'lat': 41.784172, 'long': -75.895933}",41.784172,-75.895933,1883,8,30,August,Summer,yellow
176,"1883 September 1, Woodbourne, to Sister Clem",,1883-09-01,"Woodbourne (Susquehanna County, Pa.)","Cope, Elizabeth S. (Elizabeth Stewardson), 1848-1937","Cope, Clementine, 1835-1903","{'lat': 41.784172, 'long': -75.895933}",41.784172,-75.895933,1883,9,1,September,Fall,orange
177,"1883 September 4, Woodbourne, to Rachel",,1883-09-04,"Woodbourne (Susquehanna County, Pa.)","Cope, Elizabeth S. (Elizabeth Stewardson), 1848-1937","Evans, Rachel Reeve Cope, 1850-1939","{'lat': 41.784172, 'long': -75.895933}",41.784172,-75.895933,1883,9,4,September,Fall,orange
178,"1883 September 19, Woodbourne, to Sister Clem","Letter reports on Alexis Cope's case of typhoid fever, from which he would die three days later on 9-22-1883.",1883-09-19,"Woodbourne (Susquehanna County, Pa.)","Cope, Elizabeth S. (Elizabeth Stewardson), 1848-1937","Cope, Clementine, 1835-1903","{'lat': 41.784172, 'long': -75.895933}",41.784172,-75.895933,1883,9,19,September,Fall,orange
179,"1883 September 21, Germantown Phila Pa, to Clementine Cope, care of Mrs Northall",Western Union Telegraph,1883-09-21,"Germantown (Philadelphia, Pa.)","Cope, Elizabeth Waln Stokes, 1823-1902","Cope, Clementine, 1835-1903","{'lat': 40.04333333, 'long': -75.18}",40.04333333,-75.18,1883,9,21,September,Fall,orange
180,"1884 July 6, P.P., to C","Clementine is staying with cousin Emma and together they tend to Maggie, who the former feels is close to death.

Clementine has just leanred of the death of Wm. Cooper and empathizes with Fanny Cooper.",1884-07-06,Point Pleasant (N.J.),"Cope, Clementine, 1835-1903","Cope, Caroline E. (Caroline Elizabeth), 1840-1944","{'lat': 40.08305556, 'long': -74.0680555555556}",40.08305556,-74.0680555555556,1884,7,6,July,Summer,yellow
